x_pos,y_pos,yaw
0,0,0
-0.000110114,0.00118695,-0.0559529
0.000706496,-0.00116536,0.00339412
0.00091969,-0.000930488,0.0231765
0.00112214,-0.00174414,0.0429588
0.000679934,-0.00239256,0.0825235
0.00169908,-0.00249126,0.054547
0.00189039,-0.00416685,0.103004
0.00165302,-0.00393118,0.103004
-0.00257781,0.000716585,-0.110975
-0.00179465,0.00154956,-0.0911929
-0.00563645,0.00309021,-0.231075
-0.00565449,-0.000102666,-0.0969048
-0.00666638,0.00549903,-0.28665
-0.00696717,0.00358605,-0.247086
-0.00557312,0.00418532,-0.247086
-0.00696588,0.00553644,-0.29132
-0.00484176,0.000927556,-0.144611
-0.0059799,0.000837274,-0.116634
-0.00696867,0.00404776,-0.238581
-0.00544114,0.00261557,-0.190124
-0.00525441,0.000195974,-0.0932107
-0.00614622,0.00102369,-0.0932107
-0.00925303,0.0061696,-0.315267
-0.00650957,0.00278289,-0.208736
-0.00350538,3.70914e-05,-0.0851952
-0.00466743,0.00142447,-0.147752
-0.00450354,0.0023374,-0.167535
-0.00437186,-0.0010551,-0.0505009
-0.00493981,0.00147449,-0.121827
-0.00267827,-0.00334407,0.0637478
-0.00108707,-0.00126053,0.0114086
-0.00205765,-0.00117849,0.0393851
-0.00241396,-0.00247159,0.0393851
-0.000635509,-0.005289,0.149528
-0.00185168,-0.00441833,0.0935756
-0.00290443,-0.00455895,0.149528
-0.00161755,-0.00779845,0.268223
-0.00169434,-0.00405678,0.12834
0.00173586,-0.0077473,0.278998
0.00126021,-0.00752107,0.244734
-0.000207175,-0.00338938,0.122788
-0.000216745,-0.00641273,0.194114
-0.000433435,-0.00726154,0.213896
0.000640701,-0.00705986,0.194114
-0.00236473,-0.00404768,0.0721672
0.00145418,-0.00776967,0.230426
-0.00102406,-0.00707826,0.190861
0.00138975,-0.0116771,0.291732
0.000763036,-0.00785792,0.247497
-0.00063999,-0.00747195,0.176171
0.000376311,-0.0056182,0.176171
-0.00323356,-0.000772674,-0.0255702
-0.00171841,-0.00251676,0.0228864
-0.000240849,-0.00411751,0.125678
0.00344375,-0.00795371,0.276336
0.00226217,-0.0071605,0.24836
0.00213528,-0.00708946,0.268142
0.000752863,-0.00832705,0.312377
0.000479578,-0.00775289,0.312377
6.23279e-05,-0.00439498,0.178206
0.000345827,-0.00943061,0.307928
0.00237779,-0.00831829,0.307928
0.000344116,-0.00948502,0.360267
0.0020505,-0.00536998,0.291739
0.00058236,-0.00740421,0.291739
-0.00184029,-0.00126608,0.100965
-0.000247088,-0.00245739,0.184894
0.00124139,-0.00308143,0.237234
0.00158738,-0.00244737,0.188777
0.001693,-0.000566427,0.12943
0.0006633,-0.00049971,0.0851952
0.000792781,0.00011061,0.0572188
0.00281071,-0.00462464,0.273019
-6.91524e-05,0.00193177,0.0465994
0.000366599,-0.00131106,0.151278
0.00271382,-0.00262297,0.207231
-0.000574305,0.00339049,0.000696811
-0.00257453,0.00195437,-0.0190855
-0.00311543,0.000236478,0.0624792
-0.00373121,-0.000494181,0.0822615
-0.00527877,0.00430747,-0.127095
-0.00629852,0.00615363,-0.127095
-0.00510441,0.00245608,-0.040866
-0.00372825,0.0021532,-0.0128895
-0.00471535,0.00197447,-0.0326719
-0.00402716,0.000907156,-0.00469543
-0.00249481,0.000445355,0.0546516
-0.00360807,0.00272109,-0.0381358
-0.00593732,0.0039879,-0.117265
-0.00566104,0.00131667,-0.0144731
-0.00183741,-0.00236807,0.129545
-0.00325081,-0.00319499,0.129545
-0.00334669,-0.00394506,0.149327
-0.00485744,-0.0016837,0.0701975
-0.00582248,-1.52632e-05,0.0178584
-0.000796342,-0.0072528,0.294104
-0.00105555,-0.00414622,0.157048
-0.00167385,-0.00552529,0.185024
-0.00170089,-0.00476532,0.204807
-0.00239202,-0.00278732,0.15635
-0.00176436,-0.00285538,0.128374
0.000342081,-0.00662638,0.262544
-0.00126383,-0.00246504,0.0994145
-0.00305829,-0.00272169,0.0994145
-0.00204087,-0.00293217,0.0796322
0.000154807,-0.00286801,0.0796322
0.00292975,-0.00496622,0.199963
0.00442027,-0.00384212,0.171987
0.00301848,0.000831958,0.00885761
0.00275687,0.00176562,-0.0254064
0.00321967,-0.00446309,0.159111
0.00382219,-0.00301952,0.131135
0.00560404,-0.00223056,0.103158
0.00497047,-0.000909266,0.0751817
0.00502049,-0.00091649,0.0751817
0.00720108,-0.00306962,0.185325
0.00798209,-0.00315267,0.185325
0.00869052,-0.00514026,0.259344
0.0124693,-0.0070182,0.279126
0.0118571,-0.00355623,0.210598
0.0100071,-0.0017679,0.166364
0.00757479,0.00168887,0.0978355
0.00944382,-0.00176762,0.200628
0.0099237,-0.00171043,0.180845
0.00959546,-0.00190909,0.180845
0.00928173,0.000480809,0.0859724
0.00760773,0.00457478,-0.0148981
0.00792213,0.00314843,0.0193659
0.0101964,-0.00303721,0.247507
0.00910817,0.000119621,0.161278
0.00858284,0.00126238,0.121713
0.00955192,-0.000200653,0.165948
0.00934158,-0.000640713,0.146166
0.00921057,0.00138048,0.0670361
0.00850381,0.00293057,0.0472538
0.00729966,0.00716451,-0.0697801
0.00626839,0.00433376,-0.00722287
0.00583215,0.00166205,0.0270412
0.00731862,0.00189551,0.0270412
0.00627307,0.00241018,-0.025298
0.00685991,0.00359966,-0.025298
0.00415562,0.00794851,-0.178531
0.00456396,0.00457525,-0.0969667
0.00643926,0.00386514,-0.0130373
0.00116902,0.00696456,-0.207871
0.00182013,0.00975808,-0.242135
0.00166608,0.00708363,-0.182788
-0.000906454,0.00792213,-0.251316
0.00152453,0.0045273,-0.141173
-0.00115752,0.00780128,-0.294406
-0.00765472,0.0109675,-0.497115
-0.00461853,0.010606,-0.425788
-0.00581503,0.0126138,-0.586501
-0.00365295,0.00705915,-0.586501
-0.00371553,0.010021,-0.708448
0.00111745,0.0011701,-0.524994
0.00425327,-0.00164704,-0.472654
0.00656671,-0.00324918,-0.416702
0.0131591,-0.0107864,-0.0971076
0.0216729,-0.00397684,-0.185577
0.0397335,0.00202758,-0.262194
0.037372,0.00241024,-0.343758
0.0406788,0.00470295,-0.417777
0.0531287,0.00792296,-0.462012
0.0541101,0.00849406,-0.462012
0.0616132,0.00313985,-0.335343
0.0592957,0.00386024,-0.369607
0.0661116,-0.0004828,-0.263076
0.081861,0.00361785,-0.416309
0.106709,-0.00282314,-0.360356
0.112256,-0.00450423,-0.257564
0.122234,-0.00237874,-0.316911
0.131325,-0.0180925,0.0646375
0.127878,-0.00994403,-0.214427
0.128376,-0.00223685,-0.401053
0.146153,-0.0117065,-0.1755
0.175429,-0.0179801,-0.0892706
0.192398,-0.0306989,0.204815
0.195123,-0.0290285,0.165251
0.202433,-0.0341009,0.317202
0.20386,-0.0301172,0.201852
0.215745,-0.0451618,0.395679
0.232939,-0.0360602,0.415461
0.247034,-0.0246272,0.149316
0.246624,-0.0404172,0.448024
0.255645,-0.0379934,0.56997
0.254372,-0.0458288,0.7331
0.257531,-0.0432031,0.7331
0.281802,-0.0425875,0.772664
0.327883,-0.0513044,0.947377
0.331128,-0.0621756,1.25064
0.361969,-0.0642278,1.25064
0.39414,-0.0644583,1.30659
0.425412,-0.0622253,1.26235
0.429569,-0.0671962,1.35301
0.437419,-0.0659948,1.43457
0.440317,-0.0696098,1.5977
0.466005,-0.0755169,1.56973
0.490289,-0.0791908,1.65595
0.49581,-0.078676,1.72156
0.536641,-0.0736869,1.69359
0.567877,-0.0690357,1.51445
0.574858,-0.0770181,1.75593
0.583969,-0.0766757,1.72166
0.583592,-0.0875458,1.92243
0.59549,-0.0804838,1.6004
0.58223,-0.0784138,1.45503
0.638101,-0.0835134,1.31797
0.676337,-0.0928581,1.31797
0.715974,-0.0888206,1.10037
0.730622,-0.0836882,0.850136
0.789403,-0.0893723,0.587694
0.855219,-0.101038,0.61567
0.912988,-0.0983963,0.396273
0.958808,-0.115144,0.368297
1.01424,-0.112834,-0.0312878
1.05741,-0.120706,-0.128201
1.09009,-0.118968,-0.29489
1.13015,-0.127556,-0.232333
1.17462,-0.137387,-0.417908
1.2212,-0.146957,-0.361955
1.27912,-0.155596,-0.430483
1.31092,-0.155584,-0.728534
1.36281,-0.154913,-0.949708
1.40582,-0.159502,-1.11403
1.46924,-0.16693,-1.21294
1.47287,-0.177702,-1.37963
1.48281,-0.178146,-1.51669
1.52805,-0.176625,-1.68686
1.59511,-0.190172,-1.65889
1.64146,-0.197849,-1.50438
1.66202,-0.204625,-1.57571
1.70661,-0.205829,-1.60997
1.72927,-0.206151,-1.76574
1.77269,-0.215727,-1.8283
1.82388,-0.216467,-2.29097
1.84225,-0.227794,-1.85486
1.84042,-0.229242,-1.89909
1.82948,-0.230367,-1.70127
1.85349,-0.242009,-1.47571
1.89169,-0.250465,-1.34599
1.96492,-0.26756,-1.30176
