0,0,0
-0.000256959,-0.000279174,0
-3.17257e-05,0.000434616,0.0279765
0.000164534,0.000589119,-0.150065
0.000264332,0.000864584,-0.0661353
0.000368052,0.0016919,0.0805745
0.000940937,0.00310441,0.154593
0.00122341,0.0045935,0.120329
0.00140198,0.00374197,0.0923528
0.00133689,0.00135206,-0.00655895
0.000896957,-0.000259596,0.16703
0.001311,0.000841717,0.107683
0.00133703,0.00168823,0.107683
0.00146161,0.000975847,0.264701
0.00204138,0.000729548,0.244919
0.0022007,0.00100628,0.142127
0.00167679,0.000324288,0.260821
0.00167957,-0.000618822,0.37617
0.00153438,-0.000715059,0.410435
0.00154272,-0.000937196,0.469782
0.00152418,-0.000608204,0.469782
0.00170236,-6.49e-05,0.324412
0.00170743,0.000274877,0.240482
0.00185373,0.000741979,0.288939
0.00178974,0.000670317,0.269157
0.00176958,0.000976691,0.187592
0.00162455,0.000569772,0.253202
0.00151635,-0.000226986,0.184674
0.001227,0.000515469,0.113348
0.00130789,-4.87574e-05,0.230382
0.00145669,-0.000326928,0.286335
0.00119304,0.000529852,0.360354
0.00105269,-0.000178511,0.428882
0.000895977,-0.000545227,0.428882
0.000862628,-0.00111775,0.527793
0.000764728,-0.00249314,0.64974
0.000742972,-0.00277423,0.709087
0.000321707,-0.00412421,0.709087
0.000961137,-0.00240594,0.64974
0.00045122,-0.0170246,0.64974
0.000673438,-0.121987,0.669522
0.000857009,-0.245625,0.351155
0.000967376,-0.343966,0.269591
0.00112181,-0.352165,0.303855
0.00141059,-0.351564,0.468179
0.00229355,-0.350602,0.405622
0.00203406,-0.351953,0.506492
0.001828,-0.354743,0.241084
0.00190573,-0.355395,0.269061
0.00214445,-0.355503,0.0172724
0.00415299,-0.359437,-0.27548
0.00719891,-0.36857,-0.37635
0.00824096,-0.374852,-0.37635
0.00738221,-0.382344,-0.237874
0.0072178,-0.386563,-0.237874
0.00786387,-0.389172,-0.462558
0.00843162,-0.406488,-0.577908
0.00880355,-0.411239,-0.762426
0.00831316,-0.41009,-0.782208
0.00786548,-0.406594,-0.97092
0.0078575,-0.404795,-1.10064
0.00783621,-0.394696,-1.05218
0.00667815,-0.390847,-0.905475
0.00506434,-0.390037,-0.667264
0.00428645,-0.39725,-0.470432
0.00372301,-0.407381,-0.377644
0.00207826,-0.410883,-0.143576
0.00204703,-0.421824,-0.023245
0.00282031,-0.424597,0.153694
0.00230044,-0.421027,0.381835
0.00290765,-0.417786,0.524487
0.00371612,-0.414621,0.230402
0.00569739,-0.416398,-0.17211
0.00947465,-0.421273,-0.785366
0.0110566,-0.426472,-1.33927
0.0114259,-0.423422,-1.75985
0.0130361,-0.427126,-2.06759
0.0102161,-0.442463,-2.57039
0.00653948,-0.452381,-3.04641
0.00343677,-0.452357,-3.46231
-0.00295152,-0.444943,-3.84231
-0.00568507,-0.455193,-4.43016
-0.0147133,-0.466473,-4.45813
-0.0253221,-0.461915,-4.54879
-0.034715,-0.467131,-4.3893
-0.0427721,-0.465748,-4.08733
-0.0516307,-0.46479,-3.80967
-0.0596945,-0.452694,-3.82945
-0.0685601,-0.444935,-3.85743
-0.0765229,-0.442513,-4.02412
-0.0844015,-0.454434,-4.15232
-0.0946871,-0.464547,-4.32926
-0.104929,-0.462091,-4.23861
-0.114677,-0.454614,-4.1397
-0.125322,-0.454021,-3.92663
-0.132065,-0.45309,-3.65976
-0.141186,-0.439656,-3.45899
-0.150183,-0.427292,-3.05405
-0.156803,-0.424997,-2.832
-0.166815,-0.434615,-2.23196
-0.170806,-0.431669,-1.85662
-0.177768,-0.413722,-1.3203
-0.180383,-0.416095,-1.07641
-0.184628,-0.422051,-0.823071
-0.189938,-0.420579,-0.562124
-0.192419,-0.420966,-0.325561
-0.198212,-0.421228,-0.325561
-0.201141,-0.427042,-0.154241
-0.202403,-0.429883,0.0385735
-0.20346,-0.424457,0.0909127
-0.20455,-0.424494,-0.139787
-0.204716,-0.44037,9.5074e-05
-0.205846,-0.440614,-0.151856
-0.205235,-0.438728,-0.482287
-0.204429,-0.442614,-0.816252
-0.204331,-0.44342,-1.19003
-0.204407,-0.456153,-1.35554
-0.209212,-0.45545,-1.31597
-0.213486,-0.450688,-1.17332
-0.214024,-0.451583,-1.43201
-0.216262,-0.452832,-1.3664
-0.21934,-0.449065,-1.57103
-0.220712,-0.445964,-1.65016
-0.226668,-0.441156,-1.42899
-0.232415,-0.440674,-1.50812
-0.236043,-0.443526,-1.50812
-0.243937,-0.443815,-1.57664
-0.247559,-0.44162,-1.32023
-0.252892,-0.447235,-1.30045
-0.256508,-0.451608,-1.05576
-0.259333,-0.448218,-0.731907
-0.263344,-0.443033,-0.491244
-0.267677,-0.440059,-0.155526
-0.270164,-0.446928,0.237641
-0.272822,-0.447838,0.55292
-0.275833,-0.443927,0.99305
-0.276576,-0.44508,1.20976
-0.277085,-0.449792,1.46769
-0.27733,-0.449601,1.77223
-0.275662,-0.446603,1.94355
-0.275547,-0.446683,2.16561
-0.274044,-0.452296,2.44816
-0.272508,-0.459948,2.31694
-0.269378,-0.459185,1.85426
-0.265228,-0.4539,1.49928
-0.261204,-0.453652,1.04731
-0.25971,-0.462438,0.762689
-0.256821,-0.45889,0.283399
-0.257912,-0.45283,-0.0981496
-0.258021,-0.451954,-0.37931
-0.257926,-0.460927,-0.743004
-0.261082,-0.466318,-1.27345
-0.261644,-0.463406,-1.57347
-0.26435,-0.460455,-1.79107
-0.267516,-0.461683,-2.04286
-0.270438,-0.471307,-2.22632
-0.277154,-0.468019,-2.17036
-0.281659,-0.464062,-2.35167
-0.288113,-0.461809,-2.58657
-0.294697,-0.467298,-2.6657
-0.301086,-0.471716,-2.52723
-0.308851,-0.467031,-2.86002
-0.316423,-0.463844,-2.50725
