x_pos,y_pos,yaw
0,0,0
-0.00436844,0.0028597,-0.000345267
-0.00377574,0.00181278,0.000568224
-0.00134729,0.00267613,-0.00172202
-0.0049922,0.00104223,-0.000477141
-0.00109449,0.000357917,0.000294899
-0.000342496,0.000201327,0.000783181
-0.00247576,0.00254321,-0.00150706
-0.00323333,0.00273674,-0.00185233
-0.00341717,-0.0043425,0.00318668
-0.00301865,-0.00476835,0.00403241
-0.00279717,-0.00511571,0.00403241
-0.00687315,-0.00561016,0.00403241
-0.0060237,-0.0109397,0.00773499
-0.00588679,-0.00778512,0.00474489
-0.00582358,-0.00323929,0.00350001
-0.00924171,-0.0072507,0.00350001
-0.00975104,-0.00536797,0.00290199
-0.00962794,-0.00442166,0.00290199
-0.00921916,-0.00450217,0.00241371
-0.00951915,-0.00259634,0.00241371
-0.00878988,-0.00320513,0.00172317
-0.0102534,-0.00648497,0.00396076
-0.00766666,-0.00435945,0.00245578
-0.00755276,-0.00358798,0.00245578
-0.0125377,0.000187289,0.000165534
-0.00949712,2.32495e-05,0.000763554
-0.00955783,-0.00343306,0.00167704
-0.00830871,-0.00448472,0.00282217
-0.0105621,-0.00727947,0.00500583
-0.0107667,0.00366426,-0.00229395
-0.00853309,-0.00539936,0.00275687
-0.00631377,-0.00359352,0.00275687
-0.0101835,0.00280819,-0.00224653
-0.00291292,0.00414895,-0.0036701
-0.00295888,-0.00101743,-0.000252129
-0.00522609,-0.00415598,0.00176111
-0.00674059,0.00157387,-0.00104386
-0.00196611,-0.00791556,0.00499586
-0.00195573,-0.00856869,0.00499586
-9.40415e-05,-0.00839686,0.00439784
-0.000552114,-0.0152394,0.00932924
-0.00239104,-0.0143442,0.00841575
0.000821331,-0.0110718,0.00517686
-0.000586019,-0.0119,0.00615342
-0.00326698,-0.0107789,0.00580815
-0.000865074,-0.0141932,0.00731314
0.00190426,-0.0096236,0.0031988
-0.00102978,-0.00631719,0.00271052
-0.000946277,-0.00626756,0.00193848
0.00220063,-0.0105234,0.00470062
-0.00281469,-0.00875632,0.00470062
-0.00344816,-0.00599381,0.00191699
-0.00229289,-0.00581026,0.00240527
-0.00524635,-0.00228477,-0.000155301
-0.00266606,-0.0020338,-0.000500568
-0.00352376,-0.000769099,-0.00174545
-0.00369239,0.0010189,-0.00372885
-0.00692131,0.00219176,-0.00295681
-0.00715819,0.00236921,-0.00218477
-0.0078964,-0.000150901,-0.00267305
-0.00933622,-0.0012015,-0.00129199
-0.0128784,-0.00231208,0.000691422
-0.0110534,-0.000440304,-0.00225854
-0.0122123,0.00478889,-0.00454878
-0.0152035,0.00212719,-0.00265768
-0.0194121,0.000748419,-0.00174419
-0.0157354,0.00641347,-0.00437366
-0.0225084,0.00915577,-0.00693423
-0.023704,0.00827059,-0.00753225
-0.0140522,0.000348026,-0.000731269
-0.0214446,0.00592577,-0.00547791
-0.01822,0.0055887,-0.00324032
-0.013716,0.00933876,-0.00676137
-0.0187859,0.0083875,-0.00710664
-0.0187202,0.00685349,-0.0063346
-0.0172787,0.00734829,-0.0052988
-0.0163794,0.00201567,-0.00364295
-0.0149629,0.000115647,-0.000795809
-0.0193979,0.00843733,-0.00680584
-0.0254989,0.0112928,-0.00749638
-0.0250796,0.0109266,-0.0080944
-0.019306,0.00889304,-0.00577828
-0.0201598,0.0120704,-0.00715934
-0.0168392,0.00494063,-0.00386571
-0.0146516,0.00845411,-0.00537069
-0.0188463,0.00661788,-0.00468016
-0.0227196,0.00978347,-0.00577199
-0.0265648,0.00578525,-0.00321142
-0.0248328,0.00963108,-0.00531159
-0.0193694,0.00784756,-0.00531159
-0.0244027,0.00818295,-0.00531159
-0.024487,0.00297366,-0.000731106
-0.0221535,0.00187126,-0.000385839
-0.0235874,0.0042949,-0.00362473
-0.0230136,0.00598723,-0.00313645
-0.0255607,0.00664682,-0.00313645
-0.0259803,0.0103457,-0.00702741
-0.0244773,0.0131686,-0.00836463
-0.0265157,0.0078742,-0.00510738
-0.0271942,0.0066735,-0.00433534
-0.0286316,0.0025213,-0.00247602
-0.0248956,0.00599704,-0.00338951
-0.0290436,0.0065589,-0.00269898
-0.0268646,0.00457371,-0.00304425
-0.0244082,-0.000416553,-0.000460505
-0.0342927,0.00611899,-0.00334922
-0.0275748,0.00124941,-0.000630581
-0.026825,0.000476796,-0.00111886
-0.0217088,-0.00324588,0.00284796
-0.0225047,0.00115272,-0.00223815
-0.0213585,-0.00390367,0.00223703
-0.0188972,4.16343e-05,-5.32173e-05
-0.0178456,-0.000143368,-5.32173e-05
-0.0166926,-0.00169842,0.000718823
-0.0186989,0.0020105,-0.00193322
-0.0194272,0.00115138,-0.000351011
-0.0204326,0.00256657,-0.00321902
-0.0143886,0.000142147,-0.000612306
-0.0113409,0.00509112,-0.00354199
-0.0115314,-0.00305296,-0.000758362
-0.00994793,-0.00874592,0.00420917
-0.00824418,-0.0102999,0.00619258
-0.00503282,-0.00996724,0.00722838
0.00392296,-0.0123494,0.01124
0.0140626,-0.0122262,0.0123319
0.0196124,-0.0132102,0.015302
0.0267733,-0.00701082,0.0133796
0.0276886,-0.0135193,0.018524
0.0381853,-0.00876368,0.0211307
0.0433649,-0.00888255,0.0211307
0.0452183,-0.00268417,0.0180233
0.0485578,-0.00579678,0.0196791
0.0556921,-0.00926572,0.0207149
0.0607142,-0.00656375,0.0218067
0.0656408,-0.0146482,0.0260213
0.0638361,-0.00903517,0.0229916
0.0711684,-0.00783881,0.021231
0.0767912,-0.00382298,0.0183839
0.076319,-0.0121929,0.022792
0.0803754,-0.012278,0.0242969
0.0847077,-0.0133327,0.0253888
0.105529,-0.0122534,0.0258771
0.125728,-0.0113972,0.0232703
0.126449,-0.01048,0.0222938
0.142014,-0.0159951,0.0261694
0.157586,-0.0146653,0.0233858
