x_pos,y_pos,yaw
0,0,0
0.00339993,7.56416e-05,0.000690534
0.0039636,-0.00118723,0.00128855
0.00236813,0.00302625,0.000252753
0.00158171,0.000136861,0.000252753
0.0016828,0.000908756,0.00059802
0.00648026,-0.000535044,0.0010863
0.00347836,0.00264476,0.000109739
0.00360706,0.00362194,0.000109739
0.0040534,0.00330333,0.000109739
-0.00133741,0.00440045,-0.000866824
0.00240778,0.00125031,0.000824632
0.0026879,0.00167283,0.000336351
0.00153967,0.00113928,0.000934371
0.00198213,0.00226363,0.00016233
0.0018475,0.00124224,0.000934371
0.00378307,0.00105082,0.000934371
-4.58011e-05,0.00147709,0.000589104
0.00479205,0.0018888,0.000589104
0.00713447,0.00289526,0.000100823
0.00524392,0.00187816,0.00044609
0.00363858,0.00212967,0.00044609
0.00443179,0.00136316,0.000791357
0.00485015,0.001292,0.00044609
0.00407084,0.00169808,0.00044609
0.00256964,0.000871613,0.00044609
0.00529975,0.0010416,0.000791357
0.00500341,0.00233617,0.000791357
0.0058697,0.0032734,0.000100823
0.00659133,0.00346258,0.00044609
0.00151375,0.0030426,-0.000589711
0.00400194,-0.000501683,0.000992501
0.00193875,0.000881559,0.000992501
0.00414621,0.00105581,0.00133777
0.00423113,0.00157323,0.00133777
0.00418719,0.000390337,0.00168303
0.00975347,0.00266842,0.00108501
0.0063356,0.00485567,0.000739748
0.00659689,0.00347717,0.000394481
0.00614158,0.0039714,0.000739748
0.00481954,0.00414211,0.000739748
0.00919867,0.00521067,0.00122803
0.0151756,0.00510938,0.00122803
0.00875415,0.0051996,0.000630009
0.00876977,0.00387803,0.00140205
0.00511464,0.00129742,0.00209258
0.00648063,0.00416105,0.0016043
0.00451283,0.00486076,0.00125904
0.0101212,0.0086666,0.000413307
0.00858153,0.00765289,0.000413307
0.00690545,0.00567058,0.00110384
0.00586856,0.0083619,-0.000690219
0.00331049,0.00732352,8.18217e-05
0.00130796,0.00626754,0.000853862
0.00249284,0.00696928,8.1342e-06
0.00341989,0.00582798,0.000780175
0.00530982,0.00565288,0.000780175
0.00347175,0.00331051,0.0016259
0.00586113,0.00421649,0.0016259
0.000492959,0.00454735,0.00102788
0.00312348,0.00434012,0.00102788
0.00156444,0.00550481,0.00102788
0.00378854,0.00753462,0.000114392
-0.000387683,0.00925792,-0.000373889
0.000180811,0.0088245,-0.000719156
0.00364921,0.00868467,-0.000719156
-0.00259937,0.00878074,-0.00163265
0.000220619,0.00739619,-0.000786919
-0.000558064,0.00985098,-0.00193204
0.00225145,0.00976944,-0.00193204
0.00578603,0.00870723,-0.00133402
0.010434,0.00933726,-0.00133402
0.00406714,0.00895809,-0.00133402
0.00492235,0.00942221,-0.00133402
0.00522815,0.00796007,-0.000845739
0.00522041,0.0117004,-0.00297411
0.00377072,0.0131118,-0.00297411
0.00256107,0.0111047,-0.00248583
-0.00234435,0.0112611,-0.00283109
-0.000258666,0.0142208,-0.00352163
0.000512904,0.0150779,-0.00386689
-0.000635982,0.0130825,-0.00283109
0.0010206,0.0128126,-0.00331937
-6.66545e-05,0.0193228,-0.00517869
-0.00116779,0.0172135,-0.00517869
0.00119461,0.0161031,-0.00398265
-0.00270525,0.0154203,-0.00329212
0.00324383,0.0161694,-0.0037804
0.00094931,0.0188023,-0.00502528
-0.00542444,0.0146968,-0.00425324
-0.00435893,0.0146861,-0.00390797
-0.00731464,0.0138858,-0.00390797
-0.00154705,0.0149977,-0.00450599
-0.00258446,0.0136862,-0.00390797
-0.00224569,0.0142026,-0.00341969
-0.00604634,0.0147369,-0.00433318
-0.00264867,0.0133627,-0.00364265
-0.0056452,0.011065,-0.00398791
0.0024944,0.0129001,-0.00398791
0.00456185,0.0118838,-0.00307442
0.00891045,0.012171,-0.00307442
0.000705613,0.00945854,-0.00258614
0.00343379,0.0105957,-0.00258614
0.00715198,0.0116202,-0.00258614
0.00987821,0.0107689,-0.00224088
0.00826411,0.00966085,-0.00224088
0.00935749,0.0114054,-0.0028389
0.0107446,0.0119583,-0.00249363
0.00993883,0.0132787,-0.00249363
0.00896396,0.0122032,-0.00249363
0.0125737,0.0121399,-0.00200535
0.00873306,0.0133136,-0.00200535
0.0108488,0.0142024,-0.00269588
0.0142927,0.0132845,-0.00235061
0.0142426,0.0116008,-0.00137405
0.013429,0.0120696,-0.00171932
0.0118698,0.0127636,-0.00123104
0.0145018,0.00999772,-0.000742756
0.0131734,0.0098401,-0.000742756
0.0165526,0.0124418,-0.00134078
0.0155523,0.0132793,-0.00168604
0.0197342,0.0108813,-0.000650242
0.0195886,0.0114269,-0.00134078
0.022039,0.0107453,-0.000568736
0.0179709,0.0131262,-0.00229507
0.0219062,0.012059,-0.00229507
0.0265045,0.0117212,-0.0019498
0.0315404,0.0122031,-0.00125927
0.0362848,0.0111485,0.0010048
0.0346926,0.011337,0.00169533
0.0387853,0.0101391,0.00316018
0.0546202,0.00791636,0.0092196
0.0613072,0.0101594,0.0128572
0.0681303,0.00756459,0.0161868
0.0775712,0.0109827,0.0170326
0.0853269,0.00913692,0.0194247
0.0867194,0.00884271,0.0200227
0.0894805,0.00554767,0.0203679
0.099977,0.00800252,0.020966
0.106912,0.00809771,0.0214542
0.114325,0.0101502,0.020966
0.125165,0.00558807,0.022347
0.139072,0.0125222,0.0201908
0.143881,0.0123637,0.0215719
0.158031,0.0123984,0.0215719
0.160728,0.00796693,0.0227679
0.180034,0.00900366,0.0227679
0.188032,0.00841677,0.0217321
0.195849,0.00792293,0.0222204
0.205525,0.011129,0.0210753
0.204409,0.0064895,0.0214206
0.211884,0.00881486,0.0202755
0.219541,0.0111313,0.0172066
