x_pos,y_pos,yaw
0,0,0
0,0,0
2.94601e-08,0,6.86644e-08
0.00126328,-2.99867e-07,0.0625146
0.00408448,4.34485e-06,0.0918333
0.00447469,4.97763e-06,0.111432
0.00059612,-1.72393e-06,0.179694
0.00180298,2.09475e-06,0.198188
0.00228757,3.7364e-06,0.172875
0.00287804,5.29456e-06,0.194366
0.00268337,4.61265e-06,0.198741
0.00498291,1.22376e-05,0.143373
0.00498291,1.22376e-05,0.143373
0.00559633,1.37926e-05,0.165579
0.004546,1.07551e-05,0.16558
0.00433009,1.0128e-05,0.127009
0.00589644,1.35884e-05,0.122991
0.00524823,1.22003e-05,0.134525
0.00499881,1.16063e-05,0.163763
0.00250417,4.42922e-06,0.184127
0.00511498,1.32305e-05,0.201299
0.00642631,1.78336e-05,0.0601147
0.00665673,1.79785e-05,0.0707843
0.00577796,1.68569e-05,0.0938844
0.004812,1.54073e-05,0.0407648
0.0044896,1.52148e-05,0.0573226
0.00544315,1.62536e-05,0.0856292
0.00291566,1.25632e-05,0.0856293
0.00271174,1.22463e-05,0.0746494
0.00502628,1.31902e-05,0.0471952
0.0058547,1.38387e-05,0.0336582
0.00603001,1.3855e-05,0.048145
0.00484648,1.32152e-05,-6.65137e-05
0.00425338,1.34028e-05,-0.0736527
0.00467501,1.25216e-05,-0.0431417
0.00389686,1.32917e-05,-0.074891
0.00394606,1.24838e-05,-0.0978164
0.00439588,1.24711e-05,-0.105986
0.00428353,1.25016e-05,-0.100525
0.00405235,1.32555e-05,-0.119559
0.00420463,1.25613e-05,-0.118809
0.00442227,1.18709e-05,-0.092531
0.0034242,1.38136e-05,-0.158708
0.00345347,1.16203e-05,-0.116669
0.0014059,1.65806e-05,-0.0441475
-0.00125236,1.99596e-05,-0.0510841
0.0026762,1.53223e-05,-0.0389734
0.00117717,1.66399e-05,-0.103538
-7.87452e-05,1.93704e-05,-0.120096
0.00155511,1.58194e-05,-0.0179455
0.000589678,1.61291e-05,-0.0546493
0.000614638,1.6319e-05,-0.00123136
0.00180828,1.6352e-05,-0.037816
0.00217802,1.60093e-05,-0.00428311
0.0018292,1.59288e-05,-0.01775
0.00249198,1.57208e-05,0.0266285
