0,0,0
-0.000222661,-0.000208186,0.128204
-0.000201695,-0.000293152,0.0886396
-0.000486674,-0.000281627,0.0886396
-0.000367072,-0.000164696,0.0326867
-0.000247927,0.000165257,0.0769213
-0.000120792,0.000808909,0.145449
0.000150976,0.000991745,0.145449
0.000247709,0.00118002,0.145449
0.000408029,0.000522995,0.193906
1.58718e-05,0.000405948,0.193906
8.50543e-05,0.000672487,0.193906
0.000292778,0.000992422,0.174124
0.000437734,0.00397214,0.111566
0.000526358,0.00662325,0.032437
0.00144387,0.0100158,0.032437
0.00149848,0.00944198,-0.00712764
0.00142068,0.00893421,0.0877451
0.00117351,0.00885195,0.0597687
0.000903968,0.0087056,0.079551
0.000933666,0.0088197,-0.0269801
0.000950315,0.00903679,-0.00719781
0.00117847,0.00925223,0.0521492
0.00111988,0.00928339,0.0719316
0.00106694,0.00868282,0.106196
0.000813772,0.00714507,0.165543
0.000690971,0.00588991,0.131279
0.000509229,0.00527281,0.183618
0.000552406,0.00498293,0.0181067
0.000418514,0.00476104,0.0181067
0.000426651,0.005095,0.0774538
0.00050408,0.00536068,0.0774538
0.000557505,0.00498283,0.12591
0.000526922,0.00457586,0.097934
0.00029172,0.00446565,0.0583693
0.00018535,0.00476675,0.097934
0.000432893,0.00465843,0.097934
0.000379337,0.00459885,0.0266077
0.000714442,0.00364743,0.097934
0.000444188,0.000580716,0.0536993
-8.50375e-05,-0.00667856,0.097934
-0.0013673,-0.068067,0.0583693
-0.00259352,-0.143967,-0.000977748
-0.00397879,-0.225321,-0.000977748
-0.00430649,-0.245958,-0.0207601
-0.00423553,-0.227824,-0.0207601
-0.00364513,-0.209472,-0.0207601
-0.00337975,-0.194461,-0.0405424
-0.00297735,-0.178074,-0.0405424
-0.00289385,-0.165695,-0.129012
-0.00185633,-0.158911,-0.565571
0.00419189,-0.163054,-1.11522
-0.00353403,-0.166577,-0.210834
-0.0158055,-0.175742,1.54731
-0.0270714,-0.187887,2.94924
-0.0313837,-0.192251,3.71618
-0.0308559,-0.19293,4.07663
-0.0282592,-0.192611,3.77792
-0.0196195,-0.19631,3.02307
-0.0120087,-0.207369,2.23723
-0.00581424,-0.215231,1.4604
0.00177729,-0.218204,0.548687
0.00586689,-0.218707,-0.316558
0.00937217,-0.223223,-1.34373
0.00972911,-0.234077,-2.18652
0.0102969,-0.236813,-3.18058
0.00672944,-0.232294,-4.01192
0.00133302,-0.231645,-4.6854
-0.00870248,-0.240948,-5.41198
-0.0212827,-0.245448,-5.92822
-0.0330466,-0.244768,-6.45978
-0.0470368,-0.251099,-6.94475
-0.0611509,-0.263395,-7.40827
-0.07642,-0.263646,-7.93982
-0.095386,-0.257658,-8.42439
-0.115944,-0.259244,-8.69127
-0.138741,-0.264085,-8.72553
-0.159994,-0.259779,-8.75351
-0.188085,-0.253634,-8.70505
-0.210445,-0.260542,-8.6457
-0.238119,-0.274712,-8.53735
-0.260521,-0.281709,-8.40465
-0.289355,-0.291164,-8.2149
-0.314295,-0.296902,-7.98083
-0.343379,-0.309397,-7.7229
-0.367156,-0.304451,-7.26791
-0.391237,-0.292251,-6.9545
-0.41451,-0.299118,-6.19628
-0.440274,-0.311925,-5.61245
-0.462265,-0.315891,-4.68499
-0.481366,-0.322181,-3.9584
-0.501334,-0.323059,-3.12872
-0.517321,-0.325055,-2.37153
-0.533337,-0.314588,-1.35914
-0.544382,-0.323652,-0.676713
-0.557364,-0.34208,0.0357301
-0.567435,-0.348348,0.741274
-0.575363,-0.348037,1.29377
-0.579902,-0.353225,1.91432
-0.581944,-0.362378,2.30947
-0.582425,-0.360738,2.76575
-0.584809,-0.348366,2.89548
-0.583564,-0.352339,3.09722
-0.58244,-0.357388,3.16574
-0.580534,-0.355692,3.35549
-0.578911,-0.351688,3.51251
-0.577619,-0.350211,3.41763
-0.57557,-0.356969,3.52599
-0.573181,-0.351481,3.34795
-0.569856,-0.351412,3.11388
